enrichment_pct,fuel_radius_cm,cladding_thickness_cm,lattice_pitch_cm,keff
1.5169025335292532,0.4163042699679262,0.057408611480351646,1.2294774990132795,1.0760050991883001
3.9084732799950164,0.4410836995018243,0.06390728840808127,1.5740592729691145,1.5169029758016186
2.365705377752591,0.405615218436496,0.0677481588718651,1.4833002006589195,1.3812893427522606
3.7653320720405308,0.35272599903988594,0.05273711572567068,1.5408108618679663,1.6416549307390251
4.023073594217887,0.4666641767958824,0.0716644757352985,1.144256740627008,0.9855189012171524
3.731358811684885,0.3530021459839709,0.06096909367913547,1.3246548578183506,1.5251344437804457
4.59430567610225,0.39036960139985144,0.06548939890936609,1.561027074042593,1.6631353450089628
1.478342559553472,0.37759134269199257,0.07461862374718062,1.3966910623718043,1.2710871635212067
2.7518548732170234,0.3772222883701827,0.06526397197346671,1.455906865113561,1.440929020916479
4.645420609000593,0.42016784312976196,0.06732466355854208,1.5816071263879037,1.624536342118504
1.4967177539653669,0.45094892943362713,0.05882188929145159,1.1336461070114576,0.8135375172696958
2.1943102286121756,0.417630692144433,0.058647122928332684,1.203492319074466,1.101969749296226
4.925060668879878,0.4383740113723573,0.07205089577191891,1.4859728457688288,1.5621552276048727
3.136788358629561,0.3522607129049642,0.07710440881722197,1.5781199791720695,1.5414029782380383
1.4357545567470034,0.36259297777856564,0.06604761889573649,1.357573460951584,1.281631149461793
4.3392829421387,0.35565848658023635,0.06608194314758005,1.426702803687986,1.6242523797519983
3.730826604973988,0.3952298172982687,0.07293274290951551,1.186951073235886,1.2548982558480488
2.176134074682612,0.4957881719929327,0.05153688221905018,1.4090884721373915,1.1453035824751285
2.9271401268168566,0.46769644114354225,0.0736231510187072,1.1205154388121878,0.8228189715894444
4.455937551538126,0.49956909469579425,0.07805373591173481,1.2941818311525939,1.1215653338865519
2.5045773726800507,0.47363953806135994,0.07910240761148313,1.5477925946496147,1.270682513236207
4.671771353747,0.3622824307240197,0.0753589577318586,1.278363619655759,1.5298284593481006
1.1952728707002156,0.46476049508039485,0.06826851360748544,1.4969995554012352,1.142208747104407
4.23345494984021,0.3699944342993662,0.07819468218852682,1.202129411018749,1.3782394087963783
2.3991351197520068,0.40443711625023027,0.06920061507009263,1.116709245312336,1.0024105685342082
1.3315009855959445,0.3872351596849129,0.051121221114013786,1.5584979305453297,1.3619370212884874
4.563143662136622,0.4954988779313877,0.06478658344739874,1.5803577730968297,1.4913523632687171
2.190036997882694,0.44067107212463774,0.06123910370111256,1.5686325049397105,1.3584657148553827
3.884803564299044,0.3693410252510601,0.05518898551379602,1.4122311031176085,1.5806497770042593
3.3174011829153014,0.4882661342983231,0.06007487651670611,1.275677670814264,1.0852551379084159
3.673801664557444,0.42035968588947603,0.06714336679016948,1.272721666996435,1.2971900302323238
2.4180254109269925,0.4292744216318918,0.0724652158257722,1.309760876518213,1.1661859889699142
3.935519288800755,0.4535251021598209,0.052977124695983424,1.1721497636266571,1.1294662218032876
2.8549596916008286,0.45686309913859163,0.053172928816154506,1.4849752697418368,1.3478292008434283
